ACT         ,ACCENT,ACC 24335,4015023243354,BARTHOLD KUIJKEN,JOSEPH HAYDN,CHAMBER MUSIC WITH FLUTE,COMPACT DISC,6,31.19,47.99,2017,"This 6-album set presents the complete recordings with flute music by Joseph Haydn made by Barthold Kuijken on the Accent label. Always playing historically accurate transverse flutes, on these albums (which contain trios and quartets in various combinations), he teams up with his brothers Sigiswald and Wieland, his nephew Piet Kuijken and other fine early music specialists. The recordings were made between 1978 and 2014 and are presented together here for the first time. This is an opportunity not to be missed of listening to the legendary Kuijken family in this delicate late 18th-century repertoire. He studied the modern flute at the Bruges Conservatory and the Royal Conservatories of Brussels and The Hague. For playing early music he originally turned to the recorder. Research on authentic instruments, frequent collaboration with various flute and recorder makers, and assiduous study of sources of the 17th and 18th centuries helped him to specialize in the performance on original instruments. For many years he played in the baroque orchestras Collegium Aureum and La Petite Bande. He plays chamber music concerts all over the world, extending his repertoire to early 19th-century music and has recorded extensively."
MPS         ,MPS - JAZZ,0212413MSW,4029759124139,KRIEGEL  TAYLOR  TRUNK  BAUMEISTE,VARIOUS,SPECTRUM,COMPACT DISC,1,10.91,16.99,2017,"In 1971, 27-year-old guitarist Volker Kriegel gifted MPS one of his most amazing recordings ever - the second one under his own name, while at the same time playing a parallel role as guitarist with thepopular group the Dave Pike Set. In this quintet lineup, Kriegel’s amazing qualities fan out into the areas of jazz-rock, lyrical folk and free jazz. There are the familiar sitar-Indie-rock tones, familiar to listeners through Kriegel's play with Dave Pike: ""Zoom"" opens the album with an electrified jolt, and it’s not just because of Kriegel’s overpowering trance-like solos – Peter Trunk’s grooving bass lines and Cees See’s driving percussion also have their say. ""So Long For Now"", delights with its relaxed blues-rock feel which finds Trunk and drummer Peter Baumeister in intimate dialogue as they hook up with Kriegel’s silky-smooth, flowing lines and John Taylor’s smoldering Electra-piano play. The savvy rondo ""More About D"" and ""Instant Judgment"" thrillingly showcase the group’s seamless integration of lyrical, swinging passages with freely cascading sounds. And then out of the blue there appears ""Suspicious Child, Growing Up"". Bluesy, folk-hued, and easy-going, its offhandedness is outdone only by the dreamy ballad ""Ach Kina"". In the finale, Kriegel and his cohorts once again focus on the whole “Spectrum” in a fantastic, dancing interplay of smoldering keys, stratospheric cello lines, a complexity of percussion rhythms and virtuoso guitar play adorned with soulful whimsy."
MPS         ,MPS - JAZZ,0212414MSW,4029759124146,KRIEGEL  TAYLOR  TRUNK  BAUMEISTE,VARIOUS,SPECTRUM (LP),VINYL,1,21.83,33.99,2017,"In 1971, 27-year-old guitarist Volker Kriegel gifted MPS one of his most amazing recordings ever - the second one under his own name, while at the same time playing a parallel role as guitarist with thepopular group the Dave Pike Set. In this quintet lineup, Kriegel’s amazing qualities fan out into the areas of jazz-rock, lyrical folk and free jazz. There are the familiar sitar-Indie-rock tones, familiar to listeners through Kriegel's play with Dave Pike: ""Zoom"" opens the album with an electrified jolt, and it’s not just because of Kriegel’s overpowering trance-like solos – Peter Trunk’s grooving bass lines and Cees See’s driving percussion also have their say. ""So Long For Now"", delights with its relaxed blues-rock feel which finds Trunk and drummer Peter Baumeister in intimate dialogue as they hook up with Kriegel’s silky-smooth, flowing lines and John Taylor’s smoldering Electra-piano play. The savvy rondo ""More About D"" and ""Instant Judgment"" thrillingly showcase the group’s seamless integration of lyrical, swinging passages with freely cascading sounds. And then out of the blue there appears ""Suspicious Child, Growing Up"". Bluesy, folk-hued, and easy-going, its offhandedness is outdone only by the dreamy ballad ""Ach Kina"". In the finale, Kriegel and his cohorts once again focus on the whole “Spectrum” in a fantastic, dancing interplay of smoldering keys, stratospheric cello lines, a complexity of percussion rhythms and virtuoso guitar play adorned with soulful whimsy."
MPS         ,MPS - JAZZ,0212419MSW,4029759124191,MURPHY  DEUCHAR  PERSSON  HUMBLE  SCOTT  SHIHAB,VARIOUS,MIDNIGHT MOOD,COMPACT DISC,1,10.91,13.99,2017,"When he died at the age of 83 in October 2015, the local papers, were restrained in their obituaries. For many jazz fans and cognoscenti, singer Mark Murphy was vastly underrated; they are right, as his prolific six-decade-long artistic career attests: during that career Murphy exhibited an inventive stylistic range that covered blues to bebop on through to modern jazz. His 1967 MPS recording lands in the middle of his ""European decade"", and it is one of the most beautiful, striking documents of his skills. ""Midnight Mood"" is characterized by the sophisticated dialogue between voice and eight musicians from the Kenny Clarke-Francy Boland-Big band, but it begins a cappella: Murphy welcomes us with Duke Ellington’s ""Jump For Joy"" as he walks the vocal tightrope without a net, at the sametime offering us a taste of his unorthodox scat singing. With ""I Don’t Want Nothin’"" the ensemble offers us a swinging, bluesy, mischievous miniature, while Murphy's voice on ""Why And How"" shifts towards a noticeably darker tinge, surrounded by short penetrating solo interludes from the band. ""Alone Together"" reveals a masterpiece of phrasing over syncopated piano play; ""You Fascinate Me So"" emphasizes Murphy's romantic ardor. ""Hopeless"" unfolds with overwhelming intensity à la Sinatra, and ""Sconsolato"" is served with a casual Hispanic flair. With subtly nuanced tenderness on ""My Ship"" and ""I Get Along ..."", Murphy evokes a depths-of-night ambience in dialogue with the keys, while ""Just Give Me Time"" reflects a dark sensuality that swaggers between Swing and Bossa."
MPS         ,MPS - JAZZ,0212420MSW,4029759124207,MURPHY  DEUCHAR  PERSSON  HUMBLE  SCOTT  SHIHAB,VARIOUS,MIDNIGHT MOOD (LP),VINYL,1,21.83,33.99,2017,"When he died at the age of 83 in October 2015, the local papers, were restrained in their obituaries. For many jazz fans and cognoscenti, singer Mark Murphy was vastly underrated; they are right, as his prolific six-decade-long artistic career attests: during that career Murphy exhibited an inventive stylistic range that covered blues to bebop on through to modern jazz. His 1967 MPS recording lands in the middle of his ""European decade"", and it is one of the most beautiful, striking documents of his skills. ""Midnight Mood"" is characterized by the sophisticated dialogue between voice and eight musicians from the Kenny Clarke-Francy Boland-Big band, but it begins a cappella: Murphy welcomes us with Duke Ellington’s ""Jump For Joy"" as he walks the vocal tightrope without a net, at the sametime offering us a taste of his unorthodox scat singing. With ""I Don’t Want Nothin’"" the ensemble offers us a swinging, bluesy, mischievous miniature, while Murphy's voice on ""Why And How"" shifts towards a noticeably darker tinge, surrounded by short penetrating solo interludes from the band. ""Alone Together"" reveals a masterpiece of phrasing over syncopated piano play; ""You Fascinate Me So"" emphasizes Murphy's romantic ardor. ""Hopeless"" unfolds with overwhelming intensity à la Sinatra, and ""Sconsolato"" is served with a casual Hispanic flair. With subtly nuanced tenderness on ""My Ship"" and ""I Get Along ..."", Murphy evokes a depths-of-night ambience in dialogue with the keys, while ""Just Give Me Time"" reflects a dark sensuality that swaggers between Swing and Bossa."
MPS         ,MPS - JAZZ,0212425MSW,4029759124252,JOHN TAYLOR TRIO,VARIOUS,DECIPHER,COMPACT DISC,1,10.91,13.99,2017,"“…one of contemporary jazz's great performers…” so reads the prestigious Guardian newspaper’s assessment of English pianist John Taylor. As house pianist at London’s legendary Ronny Scott’s jazz club, Taylor accompanied many of the icons of jazz, and in so doing honed his individual style into what became one of the most important voices on the European jazz scene. The gigs and recordings of his own groups, his long-time association with trumpeter Kenny Wheeler, his many ECM trio recordings with Peter Erskine and Palle Danielsonn and groups lead by the likes of Jan Garbarek and John Surman established Taylor’s importance. Taylor’s 1973 MPS trio album Decipher features two top players, bassist Chris Laurence and drummer Tony Levin, who perfectly compliment Taylor’s wide-ranging style on an album that offers the listener a delicious taste of his compositions. The virtuoso sprint of Cipher melds into the varying tempos and emotions of Wait For Me, whereas Leaping is a pointillist abstract exchange between the three. The emotive jazz waltz Speak to Me plays some magical slight-of-hand with the time, and Song For a Child sings out as a soft-spoken ballad. White Magic powers through as a hard-swinging elixir for all that ails. Taylor’s second album as leader presents a master composer/player at full maturity – what a joy that this music is available once again."
MPS         ,MPS - JAZZ,0212426MSW,4029759124269,JOHN TAYLOR TRIO,VARIOUS,DECIPHER (LP),VINYL,1,21.83,33.99,2017,"“…one of contemporary jazz's great performers…” so reads the prestigious Guardian newspaper’s assessment of English pianist John Taylor. As house pianist at London’s legendary Ronny Scott’s jazz club, Taylor accompanied many of the icons of jazz, and in so doing honed his individual style into what became one of the most important voices on the European jazz scene. The gigs and recordings of his own groups, his long-time association with trumpeter Kenny Wheeler, his many ECM trio recordings with Peter Erskine and Palle Danielsonn and groups lead by the likes of Jan Garbarek and John Surman established Taylor’s importance. Taylor’s 1973 MPS trio album Decipher features two top players, bassist Chris Laurence and drummer Tony Levin, who perfectly compliment Taylor’s wide-ranging style on an album that offers the listener a delicious taste of his compositions. The virtuoso sprint of Cipher melds into the varying tempos and emotions of Wait For Me, whereas Leaping is a pointillist abstract exchange between the three. The emotive jazz waltz Speak to Me plays some magical slight-of-hand with the time, and Song For a Child sings out as a soft-spoken ballad. White Magic powers through as a hard-swinging elixir for all that ails. Taylor’s second album as leader presents a master composer/player at full maturity – what a joy that this music is available once again."
MEW         ,MUSIQUE EN WALLONIE,MEW1683,5425008316833,"d'Assy, Pierre","Adam, Adolphe; Anonymous; Barbier, Jules; Berlioz, Hector; Bizet, Georges; Blau, Alfred; Carré, Michel; Cezano, Paul; Delavigne, Germain; Deschamps, Émile; Du Locle, Camille; Duveyrier, Charles; Flégier, Ange; Gallet, Louis; Gandonniere, Almire; Ganne, Louis; Gounod, Charles; Gremont, Henri; Halévy, Fromental; Halévy, Ludovic; Jouy, Jules; Massé, Victor; Massenet, Jules; Meilhac, Henri; Melesville, Anne-Honore-Joseph; Meyerbeer, Giacomo; Milliet, Paul; Montour, Henri de; Mozart, Wolfgang Amadeus; Nadaud, Gu",Airs et mélodies,COMPACT DISC,2,14.81,22.99,2017,"The “Historiques” collection is devoted to reissuing historic recordings linked to particular performers. This time the focus is on the singer Pierre d’Assy (Liège 1868 - Lyon 1910). Although he died young, this bass achieved a remarkable international career. The quality of his voice is here magnificently restored in a typical operatic repertoire from the turn of the 19th to 20th centuries – Verdi, Gounod, Massenet - plus Mozart, Meyerbeer, Rossini, Berlioz and others, in recordings dating from 1908 and 1909. Meticulous remastering work and the restoration of the correct pitches (the speed of 78 rpm was far from consistent) make it hard to believe that all this dates from more than a century ago. The booklet in four languages is lavishly presented and generously illustrated with rare documents."
MVC         ,MVC,MVC002006,8032632230069,ATEM DUO,BERG  WEILL,KLANG!,COMPACT DISC,1,14.03,21.99,2017,"The Lied from Jugendstil to Cabaret. The 'Lied', a special literary-musical form probably originating in the Carolingian Kirchenlieder and widely spread in Germany speaking countries, had its moment to glory in the XIX century. It is in this period, in fact, that composers such as Schubert, Schumann, Franz, Brahms, Wolf, Reger, Pfitzner and Strauss turned this essentially popular genre-'song' being the English translation for 'Lied' - into something exquisitely artistic. But for all the importance and meaningfulness of the Lieder production in the XIX century, sings of decline were already evident at the beginning of the XX, due probably to the development of new compositional techniques and to the composers' new approach to poetry. With some exceptions: a number of musicians who lived in Vienna and Berlin and great contributed to the liveliness and complexity of the artistic climate of these cites, chose the Lied as one of their expressive means, thus giving it new life and impulse."
NVV         ,NAIVE,NJ624711,3298496247116,KRISTMANSON  QUATUOR VOCE,"KRISTMANSON, KYRIE",MODERN RUIN,COMPACT DISC,1,12.47,19.99,2017,"The singer Kyrie Kristmanson meets the Quator Voce for a “fantastic extrapolation” on troubadour women songs. Kyrie Kristmanson is a music adventurer travelling between North American folk music and the forgotten memories of the European Middle Ages. In Paris, she met the Quatuor voce, a virtuoso and creative string quartet, founded with the same ideal: the surpassing of oneself and curiosity for what is not part of their heritage. This eclecticism is underlying in all their concerts and recordings, worldwide. With Clement Ducol, whose collaborations range from Camille, a successful French pop singer, to the contemporary music ensemble 2E2M, they explore love songs of troubadour women and revisit these secular lyrical melodies, the oldest of this genre in the music history. Their aim is not to recreate a medieval song as an historic piece, but to melt it in a living process. The result is a kind of endless song caught between the past and the future, an innovative creation in the continuity of the tradition."
NVV         ,NAIVE,OP30567,709861305674,SINKOVSKY  LA VOCE STRUMENTALE,"BACH, J.S.",BACH IN BLACK,COMPACT DISC,1,13.25,20.99,2017,"Following a breathtaking Vivaldi album, Russian violinist and countertenor Dmitry Sinkovsky is turning to Bach music. Once again, he combines his unrivalled virtuosity in both arts to create an outstanding recording in which 3 famous violin concertos are paired with vocal hits by Bach: ""Erbarme Dich"", ""Es ist vollbracht"" and ""Agnus Dei"" from B minor mass. Russian virtuoso violinist Dmitry Sinkovsky has been a prizewinner in multiple international competitions, including the Bach Competition, Musica Antiqua Competition, and Romanus Weichlein. In 2011 he founded the La Voca Strumentale ensemble in Moscow, and was a conductor of Il Complesso Barocco from 2012 to 2014. He currently serves as a professor at the Moscow Conservatory where he teaches both violin and viola."
NVV         ,NAIVE,OP30575,709861305759,ALESSANDRINI  CONCERTO ITALIANO,"BACH, J.S.",VARIATIONS ON VARIATIONS,COMPACT DISC,1,13.25,20.99,2017,"The programme of this recording is composed of works that adopt the variation as the generating principle of the music. The artists’ ‘variations’ on them modify the image and sonority of the works, originally conceived for harpsichord, pedal harpsichord and organ. The varying styles of the original pieces make it possible to adapt them using different instrumental scorings. What you will hear makes no pretense at orthodoxy. It is, rather, a divertissement, a subtle intellectual pleasure, which the ensemble experienced during the first year it took for the project to come to gestation and realization. The result offers an opportunity to listen in a new way to the polyphony of the Goldberg Variations (and the rest of the programme) with the help of the rich timbres of a group of strings, which isolate the individual lines and at the same time recreate the contrapuntal unity of these pieces, underlining once more their extraordinary wealth of invention."
NVV         ,NAIVE,V5442,822186054420,QUATUOR DIOTIMA,"POSADAS, ALBERTO",SOMBRAS,COMPACT DISC,1,13.25,20.99,2017,"This cycle for voice, clarinet and string quartet, the sole work on this recording, has as its title the most explicit reference in Alberto Posadas’s work so far to the shadow, and to darkness. Nevertheless, such allusions also abound in the rest of his oeuvre: though whether more apparent or more hidden, they are often somber, veiled, obscure. Throughout the cycle, the metaphorical presiding role of shadow and darkness goes beyond purely visual connotations. The ‘beauty of sound shadows’- to borrow a phrase from the celebrated volume of homage to Gerard Grisey edited by Danielle Cohen-Levinas- sublimates the metaphor into an acoustic component running through the whole cycle. Alberto Posadas was born in Valladolid in 1967, where he received his first musical training. Later he moved to Madrid to study composition with Francisco Guerrero. His work has explored the relationship between music and nature, mathematics, and other artistic disciplines. For years he has researched what he calls ‘micro-instrumentation,’ a concept based on the idea of obtaining musical material from the resources offered by the acoustic of the instruments at a micro level."
NVV         ,NAIVE,V5444,822186054444,LISE DE LA SALLE,ROUSSEL  BUSONI  POULENC,BACH UNLIMITED,COMPACT DISC,1,13.25,20.99,2017,"French pianist Lise de la Salle's new album is an outstanding, shining and subtle concept album built around Bach's music. Lise de la Salle selected pieces of Bach and works composed as a tribute to the giant of Leipzig: Busoni, Liszt, Roussel e.a. Four additional pieces have been commissioned to French classical and jazz pianist Thomas Enhco. Since 2001, Lise de la Salle has enjoyed an impressive international career that has seen her perform in every leading concert hall in Europe, the United States and Asia. She works closely with the conductors Fabio Luisi, James Conion and Osmo Vanska, among others, and has also played under the direction of Ludovic Morlot, James Gaffigan, Sir Andrew Davis, and others. She is regularly invited to perform with orchestras such as the Los Angeles Philharmonic, and the London Symphony Orchestra. Her previous albums have garnered her critical acclaim."
NVV         ,NAIVE,V5445,822186054451,QUATUOR MOSAÏQUES,"BEETHOVEN, LUDWIG VAN",LATE QUARTETS,COMPACT DISC,3,19.49,29.99,2017,"This is the first recording of legendary Quatuor Mosaïques in several years. In celebration of their 30th anniversary, they have decided to record one of the monuments of chamber music: the last five quartets of Beethoven. The Quatuor Mosaiques is formed of the three Austrian violinists Erich Hobarth, Andrea Bischof and Anita Mitterer and the French cellist Christophe Coin. Thierty years ago, while the four artists were members of Nikolaus Harnoncourt’s Concentus Musicus Wien, where they first met, they had the idea of pooling their experience of playing period instruments while also perpetuating through a living link the great European tradition of the string quartet, as represented notably by the legendary Vegh Quartet, of which Erich Hobarth had been a member for three years. In their view, the ultimate aim of any performance is to reveal the inner spiritual richness of the music. “In a mosaic, each element is carefully conceived and at the same time, it is by observing it from the ideal distance that the eye can take in the entire image. The same is true in music: one must work on the details while perceiving the work as a whole.” (Christophe Coin)"
NVA         ,NAVONA,NV6118,896931004183,"Miranda, Carmine; Abramov, Boris","Anonymous; Beethoven, Ludwig van; Hermann, Friedrich; Miranda, Carmine; Mozart, Wolfgang Amadeus",Mozart & Beethoven: Violin & Cello Duets,COMPACT DISC,1,11.69,17.99,2017,"Award winning cellist Carmine Miranda and violinist Boris Abramov’s new Navona release Mozart / Beethoven: Violin and Cello Duets is an intimate gem of delightful chamber music from the Classical Period. Drawn from various duos by Beethoven and Mozart, this album is substantive, and showcases a wide stylistic breadth of late eighteenth century German instrumental music, from the sumptuous levity of the divertimento, to the full brilliance of sonata form. In this recording both performers balance concepts of classical performance, musical research and virtuosic dexterity combined with a high-definition audio engineering in order to create the most realistic sound and definitive version of these works. The pieces in this recording have never been paired together. Their unique styles, and carefully researched interpretations by Miranda and Abramov, create exceptional recordings with equal parts nuance and bravado. "
NVA         ,NAVONA,NV6127,896931004275,"Casey, Niall; Smoak, Jenny; Shay, Weily; Powell Quartet, The; Fitton, Nicholas; Pender, Scott; Nitz, Jonathan; Kolker, Phillip; Haskins, Rob; Carlucci, Alex; Herlehy, Margaret; Tracey, Brian; Meacham, Dillon; Park, Hanul","Pender, Scott",Scott Pender: Music for Woodwinds,COMPACT DISC,1,11.69,17.99,2017,"Navona Records proudly presents MUSIC FOR WOODWINDS from composer Scott Pender, his fourth appearance on the label. On this album, Pender showcases his chamber works for woodwinds from the last thirty years in ensemble combinations both common and unfamiliar. On this release lyricism abounds throughout. In the lighthearted Kimchi Dreams for two clarinets and bassoon, Pender conjures gentle, dreamy imagery, balancing two lyrical pieces with two quirky, rhythmically charged ones. The cinematic Variations for Oboe & Piano uses the classic theme-and-variations form to paint a broad canvas, which dissolves into a veiled memory at the end. The dramatic Suite for Woodwind Quintet features bubbling, energetic outer movements surrounding a contemplative Adagio. The lower registers are used to great effect in rich, open chordal writing. The most candid and emotional work on the album, Lyric Set for bassoon and piano, fully exploits the wide range of the bassoon. The movements carry descriptive titles: from the flowing opening of “In the Tide of Times,” followed by the reflective simplicity of “Every Day Is Saturday” – then the stubborn humor of “Lord Berners’ Giraffe,” and ending with the sad grandeur of “Hopeful about the Past.” The remaining pieces—Toccatina for flute quartet and Five Dances for bassoon quartet—add an extra element of rhythmic excitement."
NVA         ,NAVONA,NV6128,896931004282,"Hall, Michael; Shemon, Zachary; Trapp, Emily; Ihnen, Megan; Huang, Samuel; Davis, JoDee; Trapp, Thornton; Roadfeldt, Holly; Cascade Quartet; Ng, Elaine; UMKC Conservatory Singers; Seitz, Esther","Emerson, Ralph Waldo; Ensor, Hannah; Gibson, Mara",Mara Gibson: Sky-Born,COMPACT DISC,1,11.69,17.99,2017,"Shocking, gripping, and thought-provoking, Mara Gibson's new album SKY-BORN conjures a flurry of emotions through its moody music. In one moment, the busy strings create a fury of anxious, energetic sounds; the next, the strike of a lone piano chord paints a brooding soundscape. SKY-BORN is Gibson's second album, and the first to be released on Navona Records. She has worked at UMKC Conservatory of Music and Dance for over ten years and will also be teaching this fall at Louisiana State University this year. Gibson's album features compositions performed by UMKC fellow faculty members, the Cascade Quartet, violist Michael Hall, mezzo-soprano Megan Ihnen, and pianist Holly Roadfeldt. Gibson drew her inspiration from a variety of artistic mediums. The piano preludes, which are interspersed throughout the album, were inspired by paintings from Jim Condron (www.jcondron.com), each piece extracting a beautifully haunting soundtrack from a series of abstract art. Gibson also used poems as the foundation for her compositions. The eerie One Voice reflected the writings of the Michigan-based poet Hannah Ensor, while The Folium Cubed is Gibson's response to Luisa Sello's Let Clover Be Aid. Sky-born sets Emerson’s “Music” for four soloists, full of idealism and hope, in the ugliness, and in the reality, something we do not share enough. The 15-minute epic Blackbird carries the reader along a journey of grace and violence invigorated by Thirteen Ways of Looking at a Blackbird, a poem by Wallace Stevens. Though influenced by literary works, SKY-BORN breeds nothing but visceral energy and harrowing emotion that resonates with the listener right down to the last note of the viola."
NVA         ,NAVONA,NV6130,896931004305,Apollo Chamber Players,"Cohen, Gilad; Farias, Javier; Gottschalk, Arthur; Jandali, Malek",Ancestral Voices,COMPACT DISC,1,11.69,17.99,2017,"Navona Records presents ANCESTRIAL VOICES, the Apollo Chamber Players’ next installment in their 20x2020 project. 20x2020 is an initiative to commission 20 new folk music-inspired and multicultural works by the end of the decade. This fiery release comprises four 20x2020 works from composers Gilad Cohen, Arthur Gottschalk, Malek Jandali, and Javier Farias. Gottschalk’s Imagenes de Cuba incorporates sounds and music from Cuban culture, from the Cuban national anthem to protest songs to the sounds of a busy Havana square. Cuban percussion virtuoso Adel Gonzalez joins for the final movement of the work, an exploration of historic salsa and pachanga dances. Cohen’s Three Goat Blues is inspired by the Passover prayer “Chad Gadya,” a fable that concerns a goat that falls victim to the natural laws of predator and prey. The soundscape of Javier Farias’ Andean Suite is situated on the Andean mountain region. He melds the sounds and virtuosity of a classical guitar with string quartet to evoke the ceremonial blood fight of the Peruvian Yawar Fiesta, the Altiplano (“high plains”) of the Andes, and La Diablada, the traditional dance of the Bolivian Oruro Carnival. Syrian-American composer Malek Jandali's String Quartet in E-flat Major connects Middle Eastern modes and Western classical forms. His passion for humanitarian efforts and the music of his home country emanates through expressive and powerful settings of centuries-old Syrian folk melodies, thoughtful interpreted by Apollo Chamber Players."
NAM         ,NAXOS AMERICAN CLASSICS,8559714,636943971420,"Aronson, Justine Claire; Lyons, Gilda; Plantis, Suzanne du; Bixby, Kelly Ann; Gaines, Joseph; Ward, Laura; Teadt, Daniel","Bible; Darío, Rubén; Dickinson, Emily; Dunn, Stephen; Griffin, Susan; Hagen, Daron Aric; Handke, Peter; Heaney, Seamus; Lawless, Emily; Luther, Martin; Lyons, Gilda; McFall, Gardner; Müller, Wilhelm; Teasdale, Sara; Traditional; Whitman, Walt",Hagen: 21st-Century Song Cycles,COMPACT DISC,1,10.13,15.99,2017,"Although he is a prolific composer of operas, symphonies and concertos, songs lie at the core of Daron Hagen’s output. With over 350 published art songs, he has embraced and extended the great lineage of American song exemplified by Samuel Barber, Leonard Bernstein and Ned Rorem, and is now considered one of the foremost twenty-first century composers for the voice. The meticulously crafted and wholly idiomatic examples included here have been recorded under the composer’s supervision with his chosen performers, members of Lyric Fest, Philadelphia’s renowned song series."
NAM         ,NAXOS AMERICAN CLASSICS,8559739,636943973929,"Silverman, Tracy; Wilson, Todd; Nashville Symphony Orchestra; Guerrero, Giancarlo","Riley, Terry",Riley: The Palmian Chord Ryddle - At the Royal Majestic,COMPACT DISC,1,10.13,15.99,2017,"Terry Riley’s name will always be associated with his breakthrough work In C, but his influence on modern music has stretched far beyond minimalism. Both of the works on this recording reveal Riley’s spirit of exploration and his close collaboration with remarkable musicians. Commissioend by the Nashville Symphony, The Palmian Chord Ryddle is a kind of musical autobiography in which electric violin pioneer Tracy Silverman’s “one-man string quartet” sets the pace for the sparse, translucent orchestration. At The Royal Majestic is another recent example of Riley’s work with a symphony orchestra and a virtuosic soloist, in this case organist Todd Wilson. Its title refers to “the mighty Wurlitzer housed in grand movie palaces,” and the music draws on a wide variety of genres including gospel, ragtime, Baroque chorales, and boogie."
NA          ,NAXOS AUDIO BOOKS,NA0268,9781781980507,"Ross, Liza","Alcott, Louisa May",Little Men (Abridged),COMPACT DISC,3,17.92,27.99,2017,"The March sisters are among the most beloved characters in children’s literature, and Little Men picks up the story of fiery, headstrong Jo where Little Women left off. Intelligent, funny, perceptive and genuinely touching, the novel is set at a rather unusual boarding school run by Jo and her husband, where the pupils are encouraged to pillow fight and keep pets. When the penniless but talented orphan Nat Blake shows up on her doorstep, Jo takes him in, and his arrival sets in motion a chain of events that will affect all their lives. Liza Ross has read several titles for younger listeners. Her warm and personable voice perfectly complements Alcott’s gentle tone. Little Women, the first volume, is currently available on Naxos Audiobooks as well. This release is presented for the junior audience as always with attractive classical music."
NA          ,NAXOS AUDIO BOOKS,NA0278,9781781980705,"Scarfe, Katie; Badger, Daisy; Simpson, Natalie; Bawden, Carly; Sturzaker, David; Pilkington, Nigel; Cauthery, Gunnar; Briggs-Owen, Lucy; Spencer-Longhurst, Flora; Beale, Simon Russell; Pettitt, Alison","Boccaccio, Giovanni",The Decameron (Unabridged),COMPACT DISC,24,107.62,165.99,2017,"The Decameron is one of the greatest literary works of the Middle Ages. Ten young people have fled the terrible effects of the Black Death in Florence and, in an idyllic setting, tell a series of brilliant stories, by turns humorous, bawdy, tragic and provocative. This celebration of physical and sexual vitality is Boccaccio’s answer to the sublime other-worldliness of Dante’s Divine Comedy. Known for its widespread influence including Chaucer’s The Canterbury Tales and poetry by Keats, The Decameron is also a valuable document of life at the time of the Black Death. This is the first unabridged cast recording in English and includes prolific stage actor Simon Russell Beale. Ten original songs are featured, composed by West End composer Steven Edis. Guido Waldman’s vibrant translation captures the exuberance of Boccaccio’s masterpiece."
NA          ,NAXOS AUDIO BOOKS,NA0279,9781781980729,"Boulton, Nicholas","Lermontov, Mikhail",A Hero of Our Time (Unabridged),COMPACT DISC,6,32.74,50.99,2017,"Grigori Aleksandrovich Pechorin is an enigma: arrogant, cocky, melancholic, brave, cynic, romantic, loner, socialite, soldier, free soul, and yet, victim of the world, he eludes definition and remains a mystery to those who know him. Just who is he? And what does he hope to achieve? Evolving from first person to third person, and then into a diary, A Hero of our Time takes on a variety of forms to interrogate Pechorin’s cryptic character and his unusual philosophy providing breathtaking descriptions of the Caucasus along the way. The novel has been hailed as an influence on such writers as Dostoyevsky, Tolstoy, and Chekhov, and is a striking take on Lord Byron’s ‘superfluous man’; it hearkens back to the teaching of Machiavelli, while anticipating the future work of Nietzsche. Nicholas Boulton’s remarkable fluency and beauty of tone defy the listener to take a break from this unique story. Hailed by Vladimir Nabokov as one of the greatest Russian novels, the book has been referenced in novels by Albert Camus and Ian Fleming, and films by Ingmat Berman."
NA          ,NAXOS AUDIO BOOKS,NA0290,9781781980941,"Martin, Jessica","Todd, Barbara Euphan",Worzel Gummidge and Saucy Nancy (Unabridged),COMPACT DISC,4,22.60,34.99,2017,"When Worzel hears that John and Susan have gone on holiday to the seaside, he decides that he and Earthy Mangold should join them. In the town of Seashell he finds a kindred spirit in the ship’s figurehead, Saucy Nancy, and many dramas follow, including one in which Earthy Mangold is swept out to sea. This is the fourth in the series of Barbara Euphan Todd’s Worzel Gummidge novels and it dates from 1947. The Worzel Gummidge stories were broadcast on the popular Children’s Hour on British radio and two of them were featured in TV’s Jackanory. 1979 saw the birth of a successful television series based on Worzel Gummidge and other characters from the books, with Jon Pertwee playing the eponymous scarecrow, which still has a dedicated following to this day. The book is read by the multi-talented Jessica Martin, who infuses the stories with excitement."
NBA         ,NAXOS BIRET ARCHIVE,8501602,7300991602475,"London String Quartet; Bennigsen, Roderic von; Polish National Radio Symphony Orchestra; Biret, Idil; Wit, Antoni","Biret, Idil; Brahms, Johannes; Erkin, Ulvi Cemal; Schumann, Robert",Idil Biret Brahms Edition,COMPACT DISC,16,62.39,95.99,2017,"This new release from piano legend Idil Biret features the complete solo piano music and piano concertos of Johannes Brahms. This set has already been praised by countless musicians and critics. “This is the real complete solo piano music of Brahms.” (Diapason, France) “Through all 12+ hours of this colossal undertaking, Idil Biret’s playing is never less than excellent, and in many cases, hers deserve to be among the performances of choice.” (American Record Guide USA) Perhaps the most impressive review is that of Brahms expert Bernard Jacobson’s for Fanfare USA: “As the author of a book about Brahms, I do not think I can praise Idil Biret’s set of his piano music more highly than by acknowledging that her performances have transformed my understanding and intensified my love for it… Her achievement is a triumph, and calls for a resounding bravo from all lovers of Brahms.”"
