2019,ACT,Accent,ACC 24353,4015023243538,George Frideric Handel ,Handel: The Recorder Sonatas,Stefan Temmingh; Wiebke Weidanz; Carolyn Sampson; Andre Morsch; Cappella Amsterdam; Orchestra of the 18th Century; Daniel Reuss,1,CD,14.81,22.99,"The Six Recorder Sonatas by George Frideric Handel are a compendium of the recorder's original literature, and have an exceptional position because of their beauty. They're typically Handelian in character, in that the upper voice is very vocal, like his operas. The melodies are truly captivating and remarkable for their "simplicity" which demands far more virtuosity than simply moving the fingers quickly. The goal of Stefan Temmingh, one of Germanys most renowned recorder players of the younger generation, is to come as close as possible to the greatest of all instruments - the human voice. The bass line makes an equal counterpart to the recorder part; it's opulent, virtuosic and full of variety - much more than in comparable pieces. It's executed without cello only by harpsichord, performed in an outstanding way by Wiebke Weidanz.",,https://b2b.naxosusa.com/Album.aspx?product=ACC%2024353dig,01 Classical,Classical,,Austria,2019 note 1 music ,2019 note 1 music ,,,,,,,,,,,,,,,,,,,,
2015,FRA,Fra Bernardo,FB1507153,4260307431532,Anonymous; Adriano Banchieri; Aurelio Bonelli; Giovanni Gabrieli; Severo Giussani; Gaetano Piazza; Giovanni Marco Rutini; Thomas Tomkins; Johann Baptist Vanhal; Giovanni Bernardo Zucchinetti ,Gustav Auzinger & Martina Schobersberger: Dialoghi,Gustav Auzinger; Martina Schobersberger,1,CD,14.81,22.99,"On this new release, Martina Schobersberger and Gustav Auzinger, both with several album recordings on their own, now combine their love for organs in a great musical dialogue on this release. The practice of performing on two organs developed with the emergence of polychoral performance, evidenced by the existence of two organs constructed facing one another in Italian churches as early as 1745. It is in this spirit of musical conversation that these two musicians present this release. This performance practice is implemented in the present recording not as a duel, but rather as a peaceful musical "Dialogue." Martina Schobersberger studied organ and harpsichord at the Anton Bruckner Private University Linz, as well as at the Schola Cantorum Basiliensis. She is a member and project manager of the Austrian Baroque Company. Gustav Auzinger studied sacred music and pedagogy of music and organ under the guidance of Michael Radulescu at the Superior School of music in Vienna. He carries out several activities in his field: he is organist of the historical organs of the church of Santa Anna in Steinbruch and in the castle of Neuhaus, and he teaches organ at the Sacred Music Conservatory of Linz.",,https://b2b.naxosusa.com/Album.aspx?product=FB1507153,01 Classical,Classical,,Austria,2015 Fra Bernardo,2015 Fra Bernardo,,,,,,,,,,,,,,,,,,,,
2019,FRA,Fra Bernardo,FB1801273,4260307432737,Francois Colin de Blamont; Michel Blavet; Philippe Courboise; Jean-Baptiste Morin ,Ensemble 392: L´Europpe - French Baroque Cantatas,Ensemble 392,1,CD,14.81,22.99,"Looking at this program, there's nothing to immediately suggest that it contains anything unusual. Three French cantatas from the first half of the eighteenth century as well as a flute sonata from the same era. Two of the cantatas are inspired by Greek mythology; the third celebrates the sweep to victory by the rose plant in the gardens of the French aristocracy. The continuo group of the Ensemble 392 does not include a string bass, quite in keeping with traditions of Baroque performance practice at that time. And yet there's one aspect, which, from a historical perspective at least, is quite intriguing. Italian cantatas were wildly popular across Europe, so why not French cantatas as well? The reasoning lies within the social structure of France under Louis XIII and Louis XIV. This album is an exploration of those too frequently forgotten works. Taking its name from French opera pitch a=392 Hertz, the ensemble is mainly interested in French repertoire of the Baroque.",,https://b2b.naxosusa.com/Album.aspx?product=FB1801273,01 Classical,Classical,,Austria,2018 Fra Bernardo,2018 Fra Bernardo,,,,,,,,,,,,,,,,,,,,
2019,FRA,Fra Bernardo,FB1810455,4260307434557,Pierre de la Rue ,la Rue: Masses,The Sound and the Fury,2,CD,23.39,35.99,"For the upcoming 500th anniversary of the death of the great Franco-Flemish composer Pierre de la Rue (around 1460-1518), the vocal ensemble The Sound and the Fury, which specializes in early music, has recorded a selection of the composer's artistic masses for the label FRA BERNARDO, which impressively reflect the high standard at the court of the music-loving and music-savvy Margaret of Austria. The Pierre de la Rue masses on this recording have one thing in common: they are all based on monadic models, thus in keeping with the most traditional of cyclic mass composition models, the cantus firmus mass. Yet in their individual construction they could not be more different. Two of these masses employ just one single cantus firmus. The one based on the secular melody L'Homme Arme is the earliest of them all. L'Homme Arme was the most common secular cantus firmus of all and composers who wrote a mass based on it were aware of competing with their contemporaries. La Rue's work is no exception and displays an exuberant, almost unashamed virtuosity which only a young and extremely self-confident composer is capable of producing.",,https://b2b.naxosusa.com/Album.aspx?product=FB1810455,01 Classical,Classical,,Austria,2018 Fra Bernardo,2018 Fra Bernardo,,,,,,,,,,,,,,,,,,,,
2019,FUG,Fuga Libera,FUG754,5400439007543,Pyotr Ilyich Tchaikovsky; Richard Wagner ,"Wagner: Vorspiel und Liebestod; Tchaikovsky: Symphony in F minor, No.4, Op. 36",Philharmonie Zuidnederland,1,CD,14.81,22.99,"Richard Wagner and Pyotr Illyich Tchaikovsky: these two composers seem to represent two musical extremes on this one album, with their only connection being the orchestra and the conductor who here perform their works. Wagner had proclaimed himself as the savior of German Romantic music, the master who would raise opera and its performance to a higher level; Tchaikovsky was a tormented Russian Romantic composer who was considered to be too focused on Italian music to be truly Russian and yet whose music was regarded as being too Russian to ever sound truly European. Wagner's "Vorspiel und Liebestod" from Tristan und Isolde and Tchaikovsky's Symphony in f minor No. 4, op. 36 are presented here together by the Philharmonie Zuidnederland conducted by Dmitri Liss.",,https://b2b.naxosusa.com/Album.aspx?product=FUG754,01 Classical,Classical,,Netherlands,2018 zuidnerderland philharmonie,2018 Outhere,,,,,,,,,,,,,,,,,,,,
2019,GEG,Gega New Limited,GD386,3800121303861,Dimitri Shostakovich ,"Dmitri Shostakovich, Vol. 7 - Symphony No. 9 & 10",Bulgarian National Radio Symphony Orchestra,1,CD,13.25,20.99,"The seventh album in the Shostakovich series from the Bulgarian National Radio Symphony Orchestra contains two more symphonies - No. 9 and No. 10. They both have an interesting story, just as the others. In 1943, the authorities asked Shostakovich to write a work that would pay tribute to the Soviet Union and the future victory. When the war ended in 1945, everyone was expecting the symphony, but it was not ready, even the first part was not completed. Instead of a grandiose apotheosis of victory and Stalin, on 3 November 1945, at the opening of the 25th season of the Leningrad Philharmonic Orchestra with Yevgeny Mravinsky, a chamber symphony was performed, which the composer described as "a sigh of relief after dark and tough times, with a hope for the future". The symphony was subject to all kinds of criticism not only in the Soviet Union but also beyond its borders, including the United States. In 1948, it was excluded from the repertoire of the symphony orchestras. Shostakovich's works were rebuked (once again) as being formalistic and harmful, and the composer was fired from the Moscow Conservatory. Stalin's death brought him back to active creative work and on 17 December 1953, the premiere of the 10th Symphony, Op. 93 took place again with the Leningrad Philharmonic Orchestra and Yevgeny Mravinsky. It is not clear exactly when it was created: according to the composer's letters - between July and October 1953; according to pianist Tatiana Nikolaeva, it was written in 1951, and excerpts from Shostakovich's archive materials mention the year 1946. But the disputes of the year of creation do not change the fact that the symphony is one of his most dramatic and philosophical works. For the first time in his symphonies, we see the appearance of the theme-autograph - the musical monogram D-Es-C-H based on the initials of D. Sch. as per the German transcription. In the third movement, we can hear yet another new theme (E-A-E-D-A), which encrypts the name of Elmira Nazirova, a pianist and composer, a student of Shostakovich. All this defines the 10th Symphony as one of Dmitry Shostakovich's most personal and autobiographical works.",,https://b2b.naxosusa.com/Album.aspx?product=GD386,01 Classical,Classical,Classical|Orchestral,Bulgaria,2018 Gega New Ltd.,,,,,,,,,,,,,,,,,,,,,
2019,GLO,Glossa,GCD921501,8424562215016,Don Carlo Gesualdo; Francesco Lambardo; Giovanni Salvatore ,Salvatore: Messa della Domenica,Fabio Bonizzoni; Schola Stirps Jesse,1,CD,7.79,11.99,"Only a few pieces by Giovanni Salvatore have been recorded. This release bears witness to the unbelievable artistic atmosphere that prevailed in Naples in the middle of the 17th century and which was significantly influenced by Giovanni Salvatore, and makes clear the importance of this Neapolitan keyboard virtuoso. In addition to expressive toccatas and canzones, there are also verses from three Masses that are performed alternately between organ and choral choir. On two very well restored original instruments, Fabio Vonizzoni brings not only his modernity and self-confidence, but also an almost ideal balance of passionate freedom and formality. This integration of apparent opposites makes the appeal and quality of this music a fascinating link between Frescobaldi and the next generation.",,https://b2b.naxosusa.com/Album.aspx?product=GCD921501,01 Classical,Classical,,,,2000 Glossa Music,,,,,,,,,,,,,,,,,,,,
2019,GLO,Glossa,GCDC80202,8424562802025,Ferdinando Carulli; Mauro Giuliani; Johann Kaspar Mertz; Vicente Martin y Soler; Fernando Sor ,Marta Almajano & Jose Miguel Moreno: Las Mujeres y Cuerdas - Songs & Guitar from Spain & Italy,Marta Almajano; Jose Miguel Moreno,1,CD,7.79,11.99,"Marta Almajano and José Miguel Moreno present works by Vincente Martin y Soler, Ferdinando Carulli, Mauro Giuliani, Fernando Sor & Johann Kaspar Mertz. Spanish soprano Marta Almajano became a part of the revival of Baroque music when she was a part of Al Ayre Espanol from its foundation in 1987 until 2004. She teaches singing at the Escuela Superior de Musica de Cataluna in Barcelona. José Miguel Moreno is one of the leading specialists of historical plucked string instruments, but with a repertory that extends from the 16th century to the present day. A co-founder of Glossa, he had previously recorded with Teresa Berganza for Philips and with Hespèrion XX for Astrée. As a soloist, as an accompanist or with his ensembles La Romanesca and Orphénica Lyra (focused on the Spanish repertoire of the Renaissance and Baroque), Moreno has made some of the signal recordings that have helped establish Glossa's reputation: his groundbreaking album, The Spanish Guitar (1536-1836), for example, has sold in excess of 30,000 copies; other recordings have explored the musical worlds of Cervantes' Don Quijote and of the painter Diego Velázquez. Moreno has also recorded Boccherini Guitar Quintets, accompanied by his brother Emilio's La Real Cámara.",,https://b2b.naxosusa.com/Album.aspx?product=GCDC80202,01 Classical,Classical,,,1995 MusiContact GmbH,2009 MusiContact,,,,,,,,,,,,,,,,,,,,
2019,GOT,Gothic,G-49319,000334931926,Edward Bairstow; James Buonemani; Eriks Esenvalds; Ola Gjeilo; Vytautas Miskinnis; Cristobal de Morales; Francis Poulenc; William Walton ,"O Beauty - Ever Ancient, Ever New",Choir of Saint James; Milena Gilgic; Megan Malone-Franklin; Amelia Tobiason; Philip Popham; Andrew Brownell; Tom Mueller; Joseph Twist; Brett McDermid; Ian Walker; Orchestra,1,CD,14.81,22.99,"While the unison of ancient and new may seem dichotomous, the rich sonic tapestry of sacred music has developed a continuity across the centuries. Common threads of musical reflection are rooted in the ancient, illuminating and informing the expressions of the present and future. O Beauty Ever Ancient Ever New surveys the historical canon of chants, modes, texts, and textures. Composer, choral director and organ soloist James Buonemani's early interest in composition has evolved into a focus on directing and composing music exclusively for the church. Organist and Director of Music for Saint James Church, Los Angeles, California since 1995, he began his musical career at age 13 as Assistant Organist to then Director of Music William Ferris at Sacred Heart Cathedral, Rochester, NY. The Choir of St. James is made up of amateur and professional adult musicians from the Los Angeles metropolitan area. Under the direction of Organist and Choirmaster James Buonemani, it is the first American choir to have sung in performance with the Choir of Westminster Abbey.",,https://b2b.naxosusa.com/Album.aspx?product=G-49319,01 Classical,Classical,Vocal,United States,"2018 Loft Recordings, LLC","2018 Loft Recordings, LLC",,,,,,,,,,,,,,,,,,,,
2019,HAE,Haenssler Classic,HC18031,881488180312,Felix Mendelssohn Bartholdy; Henry Purcell ,AlindeQuartett: Lichtwechsel,AlindeQuartett,1,CD,14.81,22.99,"Moritz Benjamin Kolb writes: "We first placed the sheet music of Purcell´s fantasias on our music stands at a time when we were principally working on Mendelssohn's last quartet, immersed in his dark spiritual mood. We played the first bars of one of the fantasias on a whim, perhaps subconsciously wishing to find a light-hearted contrast to what we were working on. The incredible beauty and clarity of the music took hold of us straight away, in a way that no other music had affected us till then. Our faces brightened up and we knew that these gems would stay with us. From then on, we began each rehearsal with one of the fantasias. This new light was rather like an awakening for us. We began to include the fantasias in our concert programmes. As a result of the enthusiastic audience reaction and our collaboration with the wonderful Richard Gwilt we decided, over time, that we would take possession of these works. As a result, the contrast between light and dark on this recording is something very personal. We are very happy about this and grateful."",,https://b2b.naxosusa.com/Album.aspx?product=HC18031,01 Classical,Classical,Classical|Chamber Music,Germany,2018 Profil Medien,2018 Profil Medien,,,,,,,,,,,,,,,,,,,,
2019,HAE,Haenssler Classic,HC18068,881488180688,Wolfgang Amadeus Mozart,"Mozart: Complete Piano Sonatas, Vol.1",Jean Muller,1,CD,14.81,22.99,"Jean Muller writes: ""Mozart's piano sonatas are, according to Charles Rosen, actually quite fully fledged Classical compositions which are in no respect inferior to his works in other genres. Even in the few sonatas composed for pedagogical purposes, the dramatic genius of Mozart that had been sharpened by opera reveals itself. In all his sonatas the astounding, simply inexhaustible melodic richness is perfectly balanced by clear proportions and an osmosis between form and content, and with a dreamy, almost playful lightness. In the two minor-key sonatas, on the other hand, Mozart is shockingly tragic, unexpectedly uncompromising, and on a par with Beethoven in terms of dark, surging power. One particular aspect, however, seems to me to be frequently neglected: the typical Mozart humour. Capricious, mischievous, childish, playful, parodying, affectionate etc - there are not enough adjectives to describe the wit of Mozart. Astonishingly, this humour never has a hurtful or injured tone but is, on the contrary, always deeply gracious and humanistic. The emotional spectrum of Mozart's humour, with all its diversity, is always focused on the light."",,https://b2b.naxosusa.com/Album.aspx?product=HC18068,01 Classical,Classical,Classical|Piano,Germany,2018 Profil Medien,2018 Profil Medien,,,,,,,,,,,,,,,,,,,,
2019,HAE,Haenssler Classic,HC92079,881488920796,Johann Sebastian Bach ,A Book of Chorale-Settings for Johann Sebastian: Passion,Sibylla Rubens; Ingeborg Danz; James Taylor; Andreas Schmidt; Gachinger Kantorei; Bach-Collegium Stuttgart; Gerhard Gnann; Michael Gross; Albert Michael Locher; Michael Behringer,1,CD,14.81,22.99,"This album is a re-release of Hänssler Classic's celebrated Bach Ein Choralbuch series, which recorded all of the master composer's choral works. The present release features Passions- stories of the life and death of Jesus Christ. The Bach Collegium Stuttgart was founded in 1965 by Helmuth Rilling as the instrumental partner for the Gächinger Kantorei, and has been administered and funded by the Internationale Bachakademie Stuttgart since 1981. The group's complete recording of the sacred cantatas and oratorios of Johann Sebastian Bach, released during the composer's 300th anniversary year in 1985, raised its profile as a leading Baroque music ensemble performing in a historically-informed style. Nevertheless, the Bach Collegium mainly performs on modern instruments. In this way, it can constantly expand its repertoire and it is now a highly flexible orchestra which is capable of expertly performing works of all periods. Numerous recordings, particularly those on the Bachakademie's own label Hänssler Classic, including several premieres, illustrate the group's versatility.",,https://b2b.naxosusa.com/Album.aspx?product=HC92079,01 Classical,Classical,,Germany,1998 haenssler classic,1997 haenssler classic,,,,,,,,,,,,,,,,,,,,
2019,HAE,Haenssler Classic,HC92080,881488920802,Johann Sebastian Bach ,"A Book of Chorale-Settings for Johann Sebastian: Easter, Ascension, Pentecost, Trinity",Sibylla Rubens; Ingeborg Danz; James Taylor; Andreas Schmidt; Gachinger Kantorei; Bach-Collegium Stuttgart; Gerhard Gnann; Michael Gross; Albert Michael Locher; Michael Behringer,1,CD,14.81,22.99,"This album is a re-release of Hänssler Classic's celebrated Bach Ein Choralbuch series, which recorded all of the master composer's choral works. The present release features chorale settings for Easter, Ascension, Pentecost, and the Trinity. The Bach Collegium Stuttgart was founded in 1965 by Helmuth Rilling as the instrumental partner for the Gächinger Kantorei, and has been administered and funded by the Internationale Bachakademie Stuttgart since 1981. The group's complete recording of the sacred cantatas and oratorios of Johann Sebastian Bach, released during the composer's 300th anniversary year in 1985, raised its profile as a leading Baroque music ensemble performing in a historically-informed style. Nevertheless, the Bach Collegium mainly performs on modern instruments. In this way, it can constantly expand its repertoire and it is now a highly flexible orchestra which is capable of expertly performing works of all periods. Numerous recordings, particularly those on the Bachakademie's own label Hänssler Classic, including several premieres, illustrate the group's versatility.",,https://b2b.naxosusa.com/Album.aspx?product=HC92080,01 Classical,Classical,,Germany,1999 haenssler classic,1997 haenssler classic,,,,,,,,,,,,,,,,,,,,
2019,HAE,Haenssler Classic,HC92081,881488920819,Johann Sebastian Bach ,A Book of Chorale-Settings for Johann Sebastian: German Mass,Sibylla Rubens; Ingeborg Danz; James Taylor; Andreas Schmidt; Gachinger Kantorei; Bach-Collegium Stuttgart; Gerhard Gnann; Michael Gross; Albert Michael Locher; Michael Behringer,1,CD,14.81,22.99,"This album is a re-release of Hänssler Classic's celebrated Bach Ein Choralbuch series, which recorded all of the master composer's choral works. The present release features the German Mass. The Bach Collegium Stuttgart was founded in 1965 by Helmuth Rilling as the instrumental partner for the Gächinger Kantorei, and has been administered and funded by the Internationale Bachakademie Stuttgart since 1981. The group's complete recording of the sacred cantatas and oratorios of Johann Sebastian Bach, released during the composer's 300th anniversary year in 1985, raised its profile as a leading Baroque music ensemble performing in a historically-informed style. Nevertheless, the Bach Collegium mainly performs on modern instruments. In this way, it can constantly expand its repertoire and it is now a highly flexible orchestra which is capable of expertly performing works of all periods. Numerous recordings, particularly those on the Bachakademie's own label Hänssler Classic, including several premieres, illustrate the group's versatility.",,https://b2b.naxosusa.com/Album.aspx?product=HC92081,01 Classical,Classical,,Germany,1999 haenssler classic,1997 haenssler classic,,,,,,,,,,,,,,,,,,,,
2019,HAE,Haenssler Classic,HC92082,881488920826,Johann Sebastian Bach ,"A Book of Chorale-Settings for Johann Sebastian: Incidental Festivities, Psalms",Sibylla Rubens; Ingeborg Danz; James Taylor; Andreas Schmidt; Gachinger Kantorei; Bach-Collegium Stuttgart; Gerhard Gnann; Michael Gross; Albert Michael Locher; Michael Behringer,1,CD,14.81,22.99,"This album is a re-release of Hänssler Classic's celebrated Bach Ein Choralbuch series, which recorded all of the master composer's choral works. The present release features Incidental Festivities and Psalms. The Bach Collegium Stuttgart was founded in 1965 by Helmuth Rilling as the instrumental partner for the Gächinger Kantorei, and has been administered and funded by the Internationale Bachakademie Stuttgart since 1981. The group's complete recording of the sacred cantatas and oratorios of Johann Sebastian Bach, released during the composer's 300th anniversary year in 1985, raised its profile as a leading Baroque music ensemble performing in a historically-informed style. Nevertheless, the Bach Collegium mainly performs on modern instruments. In this way, it can constantly expand its repertoire and it is now a highly flexible orchestra which is capable of expertly performing works of all periods. Numerous recordings, particularly those on the Bachakademie's own label Hänssler Classic, including several premieres, illustrate the group's versatility.",,https://b2b.naxosusa.com/Album.aspx?product=HC92082,01 Classical,Classical,,Germany,1999 haenssler classic,1997 haenssler classic,,,,,,,,,,,,,,,,,,,,
2019,HAE,Haenssler Classic,HC92083,881488920833,Johann Sebastian Bach ,"A Book of Chorale-Settings for Johann Sebastian: Morning, Thanks & Praise, Christian Life",Sibylla Rubens; Ingeborg Danz; James Taylor; Andreas Schmidt; Gachinger Kantorei; Bach-Collegium Stuttgart; Gerhard Gnann; Michael Gross; Albert Michael Locher; Michael Behringer,1,CD,14.81,22.99,"This album is a re-release of Hänssler Classic's celebrated Bach Ein Choralbuch series, which recorded all of the master composer's choral works. The present release features Morning, Thanks and Praise, and Christian Life. The Bach Collegium Stuttgart was founded in 1965 by Helmuth Rilling as the instrumental partner for the Gächinger Kantorei, and has been administered and funded by the Internationale Bachakademie Stuttgart since 1981. The group's complete recording of the sacred cantatas and oratorios of Johann Sebastian Bach, released during the composer's 300th anniversary year in 1985, raised its profile as a leading Baroque music ensemble performing in a historically-informed style. Nevertheless, the Bach Collegium mainly performs on modern instruments. In this way, it can constantly expand its repertoire and it is now a highly flexible orchestra which is capable of expertly performing works of all periods. Numerous recordings, particularly those on the Bachakademie's own label Hänssler Classic, including several premieres, illustrate the group's versatility.",,https://b2b.naxosusa.com/Album.aspx?product=HC92083,01 Classical,Classical,,Germany,1999 haenssler classic,1997 haenssler classic,,,,,,,,,,,,,,,,,,,,
2019,HAE,Haenssler Classic,HC92084,881488920840,Johann Sebastian Bach ,"A Book of Chorale-Settings for Johann Sebastian: Patience & Serenity, Jesus Hymns",Sibylla Rubens; Ingeborg Danz; James Taylor; Andreas Schmidt; Gachinger Kantorei; Bach-Collegium Stuttgart; Gerhard Gnann; Michael Gross; Albert Michael Locher; Michael Behringer,1,CD,14.81,22.99,"This album is a re-release of Hänssler Classic's celebrated Bach Ein Choralbuch series, which recorded all of the master composer's choral works. The present release features Patience and Serenity, and Jesus Hymns. The Bach Collegium Stuttgart was founded in 1965 by Helmuth Rilling as the instrumental partner for the Gächinger Kantorei, and has been administered and funded by the Internationale Bachakademie Stuttgart since 1981. The group's complete recording of the sacred cantatas and oratorios of Johann Sebastian Bach, released during the composer's 300th anniversary year in 1985, raised its profile as a leading Baroque music ensemble performing in a historically-informed style. Nevertheless, the Bach Collegium mainly performs on modern instruments. In this way, it can constantly expand its repertoire and it is now a highly flexible orchestra which is capable of expertly performing works of all periods. Numerous recordings, particularly those on the Bachakademie's own label Hänssler Classic, including several premieres, illustrate the group's versatility.",,https://b2b.naxosusa.com/Album.aspx?product=HC92084,01 Classical,Classical,,Germany,1999 haenssler classic,1997 haenssler classic,,,,,,,,,,,,,,,,,,,,
2019,HAE,Haenssler Classic,HC92085,881488920857,Johann Sebastian Bach ,"A Book of Chorale-Settings for Johann Sebastian: God Trust, Kruez, Consolation, Justification, Penance, Die & Death, Evening",Sibylla Rubens; Ingeborg Danz; James Taylor; Andreas Schmidt; Gachinger Kantorei; Bach-Collegium Stuttgart; Gerhard Gnann; Michael Gross; Albert Michael Locher; Michael Behringer,2,CD,14.81,22.99,"This album is a re-release of Hänssler Classic's celebrated Bach Ein Choralbuch series, which recorded all of the master composer's choral works. The present release features God's Trust, Kruez, Consolation, Justivication, Penance, and Evening. The Bach Collegium Stuttgart was founded in 1965 by Helmuth Rilling as the instrumental partner for the Gächinger Kantorei, and has been administered and funded by the Internationale Bachakademie Stuttgart since 1981. The group's complete recording of the sacred cantatas and oratorios of Johann Sebastian Bach, released during the composer's 300th anniversary year in 1985, raised its profile as a leading Baroque music ensemble performing in a historically-informed style. Nevertheless, the Bach Collegium mainly performs on modern instruments. In this way, it can constantly expand its repertoire and it is now a highly flexible orchestra which is capable of expertly performing works of all periods. Numerous recordings, particularly those on the Bachakademie's own label Hänssler Classic, including several premieres, illustrate the group's versatility.",,https://b2b.naxosusa.com/Album.aspx?product=HC92085,01 Classical,Classical,,Germany,1999 haenssler classic,1997 haenssler classic,,,,,,,,,,,,,,,,,,,,
2019,INN,Innova,INN013,726708601324,D. J. Sparr ,Electric Bands,D. J. Sparr; Kristina Bachrach; Hajnal Kármán Pivnick; Brianna Matzke; Emilie-Anne Gendron; Adda Kridler; Stephanie Griffin; Michael Haas; Karen Strittmatter Galvin; Shawn Galvin; Kimberly Sparr; Jake Wenger; Mark Morton,1,CD,11.69,17.99,"D.J. Sparr not only lives on the mystical high plains of the Wild West, he also embodies an unconfined nature when it comes to making music. As comfortable playing a guitar concerto with a major orchestra as he is employing Tibetan singing bowls and banjos for a film score, his ears are as open as his horizons are wide. Electric Bands brings together four of his works for electronically-improved chamber ensembles; a format that allows for moments of magical realism. You might detect traces of layered Nancarrow-type rhythms deftly executed with guitar pedals or you might not; either way, Sparr's effortless combination of composer-thinking and guitarist mind make his music as satisfying for the head as for the heart. I Can Hear Her Through the Thin Wall Singing for electric guitar and soprano imagines what kind of song cycle Debussy might have written if he'd had the full range of modern guitar effects available to him. Meta444 was inspired by a conversation between Killer Mike and Stephen Colbert. It is traditional ritual music for a religion and a place that exists only in the imagination. Sparr's string quartet, Avaloch, for the Momenta Quartet, sprang from a place that very much exists- Avaloch Farm Music Institute, New Hampshire- and its attendant apple orchards and walks in the woods. But it's a place where time is illusory, and the inhabitants are free of stress and dance with boundless joy. Earthcaster Suite was composed for a documentary about artist Thomas Sayre. Sayre's work blends art and science, addresses the past and future, and joins the natural and man-made in a sometimes-dangerous dance of gravity and grace.",Plugging into the fantastic,https://b2b.naxosusa.com/Album.aspx?product=INN013,01 Classical,Classical,,,,2019 D.J. Sparr,,,,,,,,,,,,,,,,,,,,
2019,INN,Innova,INN005,726708600525,Paul Elwood; Christian Wolff,Emissions Transparents,Paul Elwood; The Callithumpian Consort; The University of Iowa Percussion Ensemble; Eddie Prévost; Rose Chancler; Cary Fridley,1,CD,11.69,17.99,"Paul Elwood has many strings to his bow: among them, banjo player, composer, and improviser. From Colorado to Marseille, Iowa City to London and Boston, Emissions Transparents documents his far-flung visions and musical adventures. The title track, Emissions Transparents, features Pablo Gomez on electric guitar with the Callithumpian Consort of the New England Conservatory directed by Stephen Drury. This five-movement composition explores invisible communications- be they radio transmissions, angelic apparitions, or ghostly voices from the unknown, that manifest Elwood's interest in the paranormal and interstellar space travel. Since he was a teenager, Elwood has been drawn to the New York School of composition from the 1950s and 1960s that highlighted composers John Cage, Christian Wolff, Morton Feldman, and Earle Brown. Elwood has been fortunate to work under the baton of Cage and to perform on a couple of occasions with Wolff. He commissioned Wolff to compose a work for solo banjo, the result being the aptly-named "Banjo Player," completed in 2015. This is the premiere recording of this virtuosic tour de force. Two tracks on the recording were improvised with percussionist Eddie Prevost of the legendary AMM ensemble, during a long and leisurely summer Sunday afternoon session in London 2016. Ashe County Lament features pianist Rose Chancler and the voice of Freight Hoppers alum, Carrie Fridley, singing the Appalachian folk tune The Girl I Left Behind. The track mixes live piano with manipulations of Fridley's voice- all reflective of both Elwood's background in folk music and her fascination with electronic sound design. Another stellar voice on the album is that of Aly Olson with the University of Iowa Percussion Ensemble singing text written specifically for this project by poet Albert Goldbarth, two time National Book Critics Circle Awards winner. Plutonic Winds connects with Emissions Transparents in a science-fiction-like world in which cold winds from Pluto rake the Kansas plains.",Invisible (but audible) communications,https://b2b.naxosusa.com/Album.aspx?product=INN005,02 Jazz,Classical,Classical|Avant-Garde,,,2019 Paul Elwood and Western Wear Music Publishing,,,,,,,,,,,,,,,,,,,,
2019,INN,Innova,INN0971,726708697129,Gennady Banschchikov; Luciano Berio; Petr Eben; Lukas Foss; Sean Hickey; Viktor Kalabis; Oldrich F. Korte; Kaija Saariaho; Josef Tal; Boris Tishchenko ,The Compassion Project,Yehudi Menuhin; Edna Michell,1,CD,11.69,17.99,"At the invitation of Edna Michell and Yehudi Menuhin, distinguished composers and performers- friends around the world- dedicated their artistry to the theme of universal compassion through music. This is their tribute; a gift to the world in troubled times. The Compassion Project is comprised of two albums. The first, entitled Compassion: A Journey of the Spirit, features 15 of the Compassion compositions and was released by EMI/Angel in 2001 to critical acclaim. This album is packaged together with Innova's release of the new second album that includes world premiere recordings of additional Compassion works and a piece written by Lukas Foss for the opening of the 1980 Winter Olympics performed by Yehudi Menuhin with Orson Welles narrating a poem by W. H. Auden. The 24 Compassion works were written for and dedicated to Menuhin and Michell. It comes as no surprise that the violin is central to almost all of the works. In their individual program notes, the composers mention such ideals as international understanding, or the nower of music to bring spiritual strength, or elements of simplicity and innocence. All reflect different responses to the life and humanistic work of a single great man: "Twenty-four styles with a noble theme behind them," as Michell puts it. Menuhin took great pleasure in this collaborative project, and had plans to record it and to continue performing it with Edna Michell in many parts of the world. She recalls that during a concert when they played some of these pieces in London, only a month before he died, he turned to her as they walked off stage and said "Edna, we must record these pieces now!" He believed the works should be performed together in one program because, as Michell says," they create a very special ambiance."","Edna Michell, Yehudi Menuhin, and friends around the world dedicate their work to universal compassion through music",https://b2b.naxosusa.com/Album.aspx?product=INN971,01 Classical,Classical,,,,2018 Cantilena Productions,,,,,,,,,,,,,,,,,,,,
