Label,Label Description,Item Number,Primary Barcode,Artist,Composer,Composer / Title,Format,# Discs,CA List Price,CA Suggested Retail Price,Release Date,Blurb
FREH        ,FREMEAUX HERITAGE,FA5674,3.5613E+12,OSCAR PETERSON TRIO,"PETERSON, OSCAR",LIVE IN PARIS 1957-62,COMPACT DISC,3,$23.39 ,$35.99 ,2017-Jul-21,"This new release is a set of previously unreleased recordings — in Paris between 1957 and 1962 — that Oscar Peterson made in the margins of the famous “Jazz At The Philharmonic” tours organized by impresario Norman Granz. The pianist was a JATP mainstay, and his Trio (featuring bassist Ray Brown with guitarist Herb Ellis or drummer Ed Thigpen), was one of the greatest in the history of jazz. The set’s accompanying booklet by Michel Brillié is filled with interviews and anecdotes dealing with Oscar and his peers, providing valuable insight, and the music is arguably his best, with its unbeatable groove, unrivalled power, and all the generosity one associates with the Trio’s live performances. This album is a must for jazz fans, newcomers and purists alike. The Live in Paris collection by Michel Brillié allows listeners to hear previously-unreleased recordings (made at concerts and private- or radio-sessions) by the great 20th stars in jazz, rock & roll and song. These “live” takes, and the artists’ rapport with their audiences, gives these performances an additional soul and sensibility in counterpoint to the rigorous demands of studio recordings. Particular care was taken when restoring the sound of these tapes in order to meet modern standards while preserving the original colors of the period."
FCI         ,FRYDERYK CHOPIN INSTITUTE - CH,NIFCCD 623,5.90769E+12,SZYMON NEHRING,"CHOPIN, FREDERIC",12 ETUDES OP 25  MAZURKAS OP 3,COMPACT DISC,1,$13.25 ,$20.99 ,2017-Jul-14,"Poland had three contestants left in the Third Stage of the 17th International Fryderyk Chopin Piano Competition, and only one went through to the Grand Final concerto round. So the country's hopes were resting on Szymon Nehring, and although few would have tipped him as a winner he enjoyed understandable support in the hall and countrywide, winning the Audience Prize in the final analysis. The Krakow-born pianist, who had just turned 20 when the competition opened, certianly aroused interest with his playing. Reviewing his Second Stage appearance in the Chopin Courier, Kacper Miklaszewski said, ''The search for subtlety took away a bit of clarity from the interpretations of Szymon Nehring, who nevertheless built a convincing dramaturgy in the Polonaise in F sharp minor.'' Getting across all the hurdles in this most demanding of competitions, Nehring certainly proved his worth by the time he stepped out to play the Piano Concerto in E minor in a performance that mixed muscularity and gracefulness. Showing qualities that in retrospect can also be found here in performances recorded earlier in the competition, he found the sweep of the concerto's first movement and the dreaminess of the second, before dispatching the rhythms of the ifnale with a natural, native flexibility. It was a well-rounded performance that justified his place as a laureate."
FCI         ,FRYDERYK CHOPIN INSTITUTE - CH,NIFCCD 624,5.90769E+12,GEORGIJS OSOKINS,"CHOPIN, FREDERIC",SONATA B MINOR  MAZURKAS OP.59,COMPACT DISC,1,$13.25 ,$20.99 ,2017-Jul-14,"Few pianists in the 17th Internatioanl Fryderyk Chopin Piano Competition exuded quite the confidence of the 20-year-old Georgijs Osokins from Latvia. Yet his obvious self-belief - which manifested itself in a stron gmix of flamboyance and focus - was not misplaced. Despite not winning one of the ultimate prizes, he earned a place in the Final Stage and his playing throughout the competition helped him to walk away with a slew of engagements, as valuable as prize as any. His individual style was recognized quickly too. Reporting on teh First Stage for the Chopin Courier, Jacek Marczyfski wrote that ''Fortunately, an effective finale was provided by Georgijs Osokins...who drew attention with hi spersonality and mature interpretations, in which insight was combined with virtuosic elan.'' Responding in the sam epaper to his performances in the Second Stage, Kacper Miklaszewski called him ''a personality...but also controversial.'' During October, 2015 in Warsaw, the Latvian pianist was never in any danger of disappearing from the spotlight."
GEF         ,GEFFEN - UNIVERSAL,B002635901,6.02557E+11,VARIOUS,VARIOUS,SID & NANCY: LOVE KILLS (LP),VINYL,1,$17.80 ,$27.99 ,2017-Jul-21,
GEF         ,GEFFEN - UNIVERSAL,B002636002,6.02557E+11,VARIOUS,VARIOUS,SID & NANCY: LOVE KILLS,COMPACT DISC,1,$10.84 ,$16.99 ,2017-Jul-21,
GEN         ,GENUIN,GEN 17471,4.26004E+12,"Lebed, Maria; Berger, Clara; Lee, Ju-Ni; Kánya, Péter; Borg, Lothar; Moinian, Laura; Bjørn-Larsen, Jens; Neckermann, Fabian; Steppeler, Daniel; Donet, Josep Gómez; Schmid, Steffen; Micke, Alma; Hilger, Sophia; Maheux, Francis; Wipfler, Kathrin; Kuen, Lilli; Marttila, Mikko; Coenders, Berit; Schiessler, Tobias; Adler-McKean, Jack; Rivinius, Francesca; Llopis, José Pascual García; Bartl, Florian; Schmaderer, Miriam; Riminucci, Susy; Hartwig, Constantin","Harmon, John; Kraft, William; Plau, Arild; Stevens, John D.; Szentpáli, Roland",Klischee ade,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-21,"Mellow, portly, and ponderous: this is the tuba, you believe? Multi-award-winning young tuba player Constantin Hartwig does away with all the cliches. His debut release, appearing in the Genuin Primavera Edition, reveals the winner of the 2016 Deutscher Musikwettbewerb to be a swinging, dynamic, and breathtakingly virtuoso musical force of nature who practically gives his instrument a new face. The works he presents here bear such titles as ''pearls'', ''Silhouettes'', and ''The Liberation of Sisyphus''. Crossing boundaries, expanding repertoire, and performed at a dizzyingly high level: join in and swing along!"
GEN         ,GENUIN,GEN 17473,4.26004E+12,"Zádory, Édua Amarilla; Placidi, Federico","Abras, Juan Manuel; Burzynska, Nikolet; Doderer, Johanna; Hartl, Bence; Placidi, Federico; Sande, Filip",Heavy,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-21,"Thrilling, dynamic, chilling, crystal-clear, luminous, deathly still, smoldering - all words to describe Edua Zadory's violin playing, captured on her Genuin debut release! The young Hungarian violinist has brought together exclusively world premiere recordings of solo violin works dedicated to her, and the spectrum could not be broader: from the icy landscapes of Filip Sanders to the breathless intensity of Juan Manuel Abras, distant whirring of Federico Placidi, and explosive borderline experiences of Bence Hartl...captivating from the first to the final note!"
GEN         ,GENUIN,GEN 17476,4.26004E+12,"Hoffmann, Falk; Joost, Risto; MDR Rundfunkchor; Zeiner, Klaudia","Bible; Rachmaninoff, Sergei",Rachmaninov: All-Night Vigil,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-21,"Sergei Rachmaninoff was a gifted composer not only for his own instrument, the piano, as is abundantly clear in this new Genuin release featuring Leipzig's MDR Chorus. The elite choir is already presenting its second recording of Rachmaninoff's ''Great Evening and Morning Praise'' to replace their award-winning 2002 version. Choir director Risto Joost himself engaged several Latvian basses for the project, whose exceptionally dark timbre wonderfully enhances the warm and breathtakingly beautiful sound of the choir. A magnificent recording of a magnificent work!"
GEN         ,GENUIN,GEN 17477,4.26004E+12,"Braunschweiler, Katia","Scarlatti, Domenico",Ten Hundred Devils: Keyboard Sonatas by Domenico Scarlatti,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-21,"One of the greatest keyboard legacies of all was left by Domenico Scarlatti who, like Bach and Handel, was born in 1685 - the fact that it is one of the most important, an oeuvre whose influence extended all the way to composers of the 20th century, can't be repeated often enough. But the music itself is more eloquent than any words, particularly in a performance as masterful as the one offered by Swiss pianist Katia Braunschweiler in her Genuin debut release. She serves up these miniature gems with great care, tonal beauty, and loving attention to detail - an ideal ambassador for the virtuoso and strikingly modern sonatas that tell of Scarlatti's Italian homeland and his love for his adopted home of Spain."
GLO         ,GLOSSA,GCDC80022,8.42456E+12,"Garrido, Gabriel; Ensemble Elyma","Anonymous; Araujo, Juan de; Avila, Antonio de; de Peñalosa, Francisco; Fernandes, Gaspar; Fernandez, Diego; Franco, Hernando; Garcia de Zespedes, Juan; Gonzalez, Geronimo; Hidalgo, Juan; Padilla, Juan Gutierrez de; Salazar, Diego José de; Torrejón y Velasco, Tomás de; Traditional",Nuevo mundo: 17th-Century Music in Latin America,COMPACT DISC,1,$7.79 ,$11.99 ,2017-Jul-07,"Just listening to soprano Maria Cristina Kiehr in her early collaborations with Gabriel Garrido is a sheer pleasure! This recording has been available first on Symphonia, then on Pan Classics, but now it arrives on Glossa Cabinet for a new life. Garrido is the big ''discoverer'' of music created in Latin America after the arrival of the ''conquistadores'' - this music bears strong traditional flavors, while at the same time reflecting the strong influences from Spain (especially) and Portugal. A big line-up of fine singers and instrumentalists supports the reconstruction of an essential repertory."
GLO         ,GLOSSA,GCDC80023,8.42456E+12,I TURCHINI  FLORIO,FAGO  PROVENZALE  VENEZIANO,RESPONDE MIHI,COMPACT DISC,1,$7.79 ,$11.99 ,2017-Jul-07,"From the early Symphonia-label days of Antonio Florio and his ensemble, now renamed I Turchini, we bring back to the market an important recording of early Baroque Neapolitan liturgical music: divided into three sections (Liturgy of the Dead, Corpus Christi and Christmas), Florio presents fine works of Veneziano, Provenzale and conteporaries, all sourced from the period's active Neapolitan Conservatories and beautifully explained by scholar Dinko Fabris in the included booklet notes."
GLO         ,GLOSSA,GCDC80203,8.42456E+12,"Almajano, Marta; Ensemble La Romanesca","Anonymous; Encina, Juan del; Fuenllana, Miguel de; Morales, Cristóbal de; Mudarra, Alonso; Narváez, Luys de; Ortiz, Diego; Pisador, Diego; Sermisy, Claudin de; Vásquez, Juan",Al alva venid: Secular Music from the Spanish Renaissance,COMPACT DISC,1,$7.79 ,$11.99 ,2017-Jul-07,"Here is another crucial Glossa recording of the mid 90's brought back to life. Ensemble La Romanesca's Al Alva Venid covers some essential Spanish Renaissance repertory with an all-stars line-up, in a set of interpretations which have set deep marks and are absolute references: here is Marta Almajano in her best singing moment, here is Paolo Pandolfo confirming his superior artistry, here are Juan Carlos de Mulder and Pedro Estevan in ''de luxe'' supporting roles, and of course here is Jose miguel Moreno, the man who has probably been the finest translator of Renaissance secular Spanish music onto record of the last three decades."
GLO         ,GLOSSA,GCDC80701,8.42456E+12,Sinfonye,Anonymous,Istampite - Medieval pieces of fiddle and percussion,COMPACT DISC,1,$7.79 ,$11.99 ,2017-Jul-21,"After pionieering one of the ground-breaking ensembles of Medieval music performance in the 90’s, Sinfonye, Stevie Wishart has in the meantime moved on to more experimental/electronic projects, which keeps her very present on stages all over the world, with deep hooks in Sydney, Brussels and London. Her interests have always been related to combining Medieval and contemporary aesthetics, which can also be appreciated in this Istampite recording, where she teams up with two percussionists, Jim Denley and Pedro Estevan, to support her deeply informed fiddle and hurdy-gurdy renderings of 14th-century Florentine repertoire. The challenge of creating music for a wide range of contexts is important to Wishart, such as composing for productions by Michele Noiret and Wayne McGregor, a large-scale choral work for a Proms commission with the BBC Singers and Sinfonye, and for the designer Philippe Starck. With the support of a Visiting Music Fellowship at the University of Cambridge she is currently composing a double-bass concerto for the Orchestra of the Age of Enlightenemtn, London and The Handel and Haydn Society Boston. Exploring music’s unique ability to express new ideas on a level which transcends other routes of communication motivates her work as a composer and improviser."
GLO         ,GLOSSA,GCDC80804,8.42456E+12,"Hazelzet, Wilbert; Ogg, Jacques","Bach, Johann Sebastian; Hazelzet, Wilbert",Bach: Works for flute,COMPACT DISC,2,$7.79 ,$11.99 ,2017-Jul-07,"Wilbert Hazelzet's legendary poetry on the flute has been one of Glossa's trademarks for many years. With this double reissues of his j.S. Bach recordings, the label recovers Hazelzet at his best: on the one hand, he reimagines what Bach's output for teh solo flute could have been, by combining the Flute Partita with his own transcriptions of three Cello suites, and on the other, he teams up with his year-long artistic partner Jacques Ogg to give us yet more transcriptions of Bach's everlasting output. Here's a double recording for eternity."
GLO         ,GLOSSA,GCDC80911,8.42456E+12,"La Venexiana; Cavina, Claudio","Guarini, Giovanni Battista; Tasso, Torquato; Wert, Giaches de",Wert: Madrigals,COMPACT DISC,1,$7.79 ,$11.99 ,2017-Jul-07,"Giaches de Wert, a Flemish composer linked to the courts of Mantua and Ferrara, paved the way for the innovations in madrigalistic writing, that seconda prattica which became associated with Monteverdi. This recording features some of his later madrigalistic compositions, on texts of Torquato Tasso's Gierusalemme liberata and Battista Guarini's Il pastor fido. The historical La Venexiana singers deliver their best for this milestone interpretaiton of a lesser known repertory."
GML         ,GRAMOLA,GRAM99101,9.00364E+12,"Geringas, David; Judd, James; Royal Philharmonic Orchestra; Irnberger, Thomas Albertus; Korstick, Michael","Beethoven, Ludwig van","Beethoven: Violin Concerto in D Major, Romances for Violin & Orchestra, and Triple Concerto in C Major",SACD,2,$27.29 ,$41.99 ,2017-Jul-21,"The Austrian violinist Thomas Albertus Irnberger has for many years been cooperating with world-class orchestras and soloists. For this release with the Violin Concerto and the Concerto for Piano, Violin and Cello by Beethoven, the Royal Philharmonic Orchestra offered their support under the baton of James Judd. Imberger already collaborated with pianist Michael Korstick and David Geringas, cello on their latest release with Schubert piano trios. Well then, now the concerts of Beethoven with their groundbreaking relevance with a top-of-the-line international cast."
GML         ,GRAMOLA,GRAM99137,9.00364E+12,"Belakowitsch, Erwin; Berner, Christoph","Goethe, Johann Wolfgang von; Krenek, Ernst; Leitner, Karl Gottfried von; Mahler, Gustav; Schmidt von Lubeck, Georg Philipp; Schubert, Franz; Schulze, Ernst; Scott, Walter; Seidl, Johann Gabriel; Uhland, Johann Ludwig",Drang in die Ferne,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-21,"The rise of the art song as genre toward the end of the 18th century was favored not only by developments in the world of music but also by the emergence of a bourgeois culture, and is until today one of continuous popularity. This new release by baritone Erwin Belakowitsch and pianist Christoph Berner offers an exciting selection of songs by Franz Schubert, from the Reisebuch aus den osterreichischen Alpen, Op. 62 by Ernst Krenek and Gustav Mahler's Lieder eines fahrenden Gesellen. The dramatization of intertwined songs allows a direct comparison of the diverse handling of the composer's take on the subject, Longing to Escape, which conveys melancholy and pain as well as confidence and hope. Erwin Belakowitsch was a soloist with the Vienna Boys' Choir and studied singing at Vienna University of Music and Performing Arts. Alongside numerous other prizes, in 2006 he won the International Joseph Suder Lied Competition and in 2010 the International Johannes Brahms Competition. Song recitals and opera productions brought him to Japan, Korea, South America and Australia, where he also taught singing at Sydney University of Music. Christoph Berner has appeared with prestigious orchestras such as: the Orchestre National du Toulouse, the Moscow Tchaikovsky Orchestra, Bergen and Dresden Philharmonic and with such conductors as Neeme Jarvi, Michel Plasson and Vladimir Fedosejev."
HAE         ,HAENSSLER,HC16058,8.81488E+11,"Hoteev, Andrei; Bulgakova, Maria","Anonymous; Hugo, Victor; Ronsard, Pierre de; Scheurlin, Georg; Wagner, Richard; Wesendonck, Mathilde",Wagner: Declarations of Love,COMPACT DISC,1,$13.25 ,$20.99 ,2017-Jul-21,"For a fleeting moment of eternity at the end of his life, Richard Wagner experienced the deep happiness he had been seeking throughout his life. The last words he wrote in his treatise On the Feminine in Human Nature, on February 13, 1881, were ''love - tragedy''. Although it is usually far too simplistic to interpret works of art purely in the context of biological information, several of Wagner's compositions really do have a dairy-like nature, with the character of personal revelations. One such work is the Siegfried Idyll, a symphonic overture from 1870 that Wagner wrote for his wife Cosima to remember the birth of their eldest son. Another is the song cycle Wesendonck Lieder, which Wagner wrote in stages over 1857 and 1858. Less well-known are the sonate fur das Album von Frau M.W. from 1853 and a ''musical letter'' to Mathilde, entitled Sleepless."
HAE         ,HAENSSLER,HC16065,8.81488E+11,"Rische, Michael; Poppen, Christoph; Yinon, Israel; WDR Sinfonieorchester Köln; Bamberger Symphoniker; Schuller, Gunther; Sloane, Steven; Marshall, Wayne; Rundfunk-Sinfonieorchester Berlin","Antheil, George; Copland, Aaron; Gershwin, George; Honegger, Arthur; Ravel, Maurice; Schulhoff, Erwin",Piano Concertos of the 20s,COMPACT DISC,2,$26.51 ,$40.99 ,2017-Jul-21,"Never did ''classical music'' and ''jazz'' come so close as during the 1920's. The first sounds from this period bear witness to the vitality of th epartnership: long before the concepts of ''popular'' and ''serious'' music existed, there had been contacts between the kind of music which demands structured listening, whose laws are those of the ears alone, and the kind which works physically, whose meaning is not exclusively to be found in what can be heard. This polarisation makes itself felt in the twentieth century by virtue fo the fact that European composers begin to take an interest in jazz, a variant form which brought powerful consequences."
HAE         ,HAENSSLER,HC16094,8.81488E+11,"Bushakevitz, Ammiel","Schubert, Franz",Schubert: Impromptus & Klavierstücke,COMPACT DISC,1,$13.25 ,$20.99 ,2017-Jul-21,"His love for the works of Schubert led Ammiel Bushakevitz to the Art Song. He received mentorship in this field from notable singers including the late Dietrich Fischer-Dieskau, Thomas Quasthoff, Elly Ameling, Thomas Hampson, Matthias Goerne, Teresa Berganza and Brigitte Fassbaender. Born in Jerusalem, Israel and raised in South Africa, Ammiel Bushakevitz developed a special affinity for the music of Franz Schubert from an early age. He is a laureate of the International Franz Schubert Competition Dortmund and is a recipient of the International Schubert Institute Award in Vienna. Ammiel Bushkavitz performs regularly at notable venues across Europe, North America, Africa and Asia. Festival appearances include the festivals of Salzburg, Lucerne and Bayreuth, the Festival d'automne a Paris, the Festival Pontino di Latina in Italy, the Jerusalem Schubertiade, the Vancouver Chamber Music Series and the Festival d'Aix-en-Provence."
HAE         ,HAENSSLER,HC16101,8.81488E+11,"Nebel, Angelika","Bach, Johann Sebastian; Bauer, Harold; Cohen, Harriet; d'Albert, Eugen; Feinberg, Samuil; Fischer, Edwin; Froeding, P.; Nebel, Angelika; Prado, Wagner Stefani D'Aragona Malheiro; Schmidt, Gustav",Bach: Transcriptions – Opus Magnum I,COMPACT DISC,1,$13.25 ,$20.99 ,2017-Jul-07,"This album of Bach transcriptions ofr piano is the fourth recording of its kind featuring the pianis tAngelika Nebel and it will not be the last: this recording of twelve transcriptions is the first of two albums that will collectively run through each and every key in the same pattern as Das Wohltemperierte Clavier and thus form a kind of opus magnum. The artist once again presents transcriptions by arrangers from Germany and elsewhere. This is Nebel's way of paying a global tribute to the great Thomaskantor - and the pianist has once again written some arrangements of her own, just as she did for her previous release, Illuminationes."
HAE         ,HAENSSLER,HC17029,8.81488E+11,"Schneiderman, John; Yamaya, Hideki","Anonymous; Beethoven, Ludwig van; Carulli, Ferdinando; Heeser, Alexandre; Klinger, Ivan; Schuster, Vincenz",Beethoven for 2 Guitars,COMPACT DISC,1,$13.25 ,$20.99 ,2017-Jul-07,"So writes the 28 year-old Beethoven in 1798-1799 in a note to his trusted friend Baron Nikolaus Zmeskall, imploring him to ask their friend Karl Friedrich Amenda to send singer/guitarist acquaintance Gottfried Heinrich Mylich to visit him. Among his earliest friends in newly arrived Vienna, Beethoven had both personal and professional relationships with guitarists including Raimund von Wetzler, Austrian government official and musicologist Raphael Georg Kiesewetter, Countess Maria Wilhelmine von Thun. Besides these affable friendships, Beethoven also pursued love interests with women who had connections to the guitar, including Antonie Brentano, Therese Malfatti, Countess Maria Carolina Anna von Thun, and Regina Hitzelberger-Lang. Despite, or maybe because of Beethoven's acquaintance with casual guitarists, he did not compose for the guitar: perhaps his encroaching hearing loss did not enable him to value guitar performances, perhaps teh instrument was not sonorous enough for his interests, or perhaps he did not cultivate the direct personal associations with professional players necessary to master an unfamiliar medium. His four compositions for mandolin and harpsichord of 1796 are a natural resutl of his experience with string writing prompted by personal patronage. Alongside informal awareness of the guitar, professional virtuoso performers also moved within Beethoven's circle in immediate and indirect contact."
HEI         ,HEILO,HCD7249,7.03366E+12,VAHDAT  DARYA  DE MBANGA  KHALIFE  MARAIRE  FAKOLY  HAMID  JUBRAN  SULTAN  TUNC  BRAHIM  BACHA  DEY  MURKUS,VARIOUS,LISTEN TO THE BANNED,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-07,"“Listen to the Banned” is compiled by Deeyah and Freemuse and presents the music of artists around the world who have experienced censorship and repression. Censorship can be extreme. The Taliban in Afghanistan exercised a total ban on music. North Korea and Iran have severe restrictions on music. Musicians in many African countries are targeted because their messages not only channel people’s frustrations or aspirations, but are received even by illiterates and transmitted from mouth to ear independently of media and government control. Certain songs have mobilized civil society in the fight against corruption. Freemuse has documented cases of censorship of music in more than 100 countries and is the only international organization advocating freedom of expression for musicians and composers. The songs on this album come from the countries of Iran, Israel, Cameroon, Afghanistan, Sudan, Turkey, and others."
HEI         ,HEILO,HCD7323,7.03366E+12,"Myhr, Adrian Fiskum; Tobi, Aissa; ComboNations","Afsari Rad, Javid; Bansal, Harpreet; Cissokho, Solo; Tobi, Aissa; Traditional",ComboNations,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-21,"World music virtuosos from Oslo – and the world. ComboNations is a group initiated and led by multi-instrumentalist Javid Afsari Rad, who also contributes as composer and songwriter and this ensemble. The idea behind the project was to gather the best international musicians based in Oslo. Javid is originally from Iran, while the other musicians have roots in India, Ivory Coast, Senegal and Morocco. This band is a manifestation of the rich and multicultural music scene in Oslo. The musicians are virtuosos on their respective instruments – not only by Norwegian standards – but internationally as well. Their differing cultural and musical backgrounds melt together and create a new musical expression. Playfulness and a wish to break boundaries and cross borders has been the driving force behind the ensemble. The group was established in 2000, and since its inception has aimed to showcase the crème de la crème of World Music in Norway."
HSS         ,HERISSON - CHALLENGE,LH016,3.77E+12,BAROCCO  ORCHESTRE DE CHAMBRE D'AUVERGNE,"ZELENKA, JAN DISMAS","SONATAS, SIMPHONIE & HIPOCONDR",COMPACT DISC,1,$13.25 ,$20.99 ,2017-Jul-28,"In the text accompanying the previous volume of this anthology of Zelenka's music by the Pasticcio Barocco Ensemble, Zelenka borrowed Pisendel's metaphor of the almond as a guide to the music of this enigmatic composer. Upon transmitting a score to his friend Telemann, Pisendel expressed the wish that the former would ''taste many, many of the sweet fruits of this almond tree'', thus creating a parallel between Zelenka's music and the symbolism of ''shell'' and ''kernel''; ''secret'' and ''knowledge''. We know so little of Zelenka's life that there is little one can add to the first text. Zelenka did not seem to want to be remembered other than by is music. The particularity of hemeticism is to keep a secret, not to reveal it. It is probably that in using this analogy, Pisendel was hinting at alchemy. Many composers of the time practised the secrets of their art in the hermetic mode. It should be remembered that the only work printed in Zelenka's lifetime was, in fact, an enigmatic canon. It is clear that historically, for a long time, reception of Zelenka's work highlighted the idea of strangeness. How would he have responded to this? C.P.E. Bach for example, categorically refuted this label that had often been attached to him too. What is certain is that Zelenka was a demanding composer. At a time when the search for simplicity had arrived from Italy and taken hold in the Dresden community in which he lived, he made constant use of counterpoint."
HOL         ,HOLLYWOOD RECORDS - UNIVERSAL,D002632002,50087368913,ORIGINAL BROADWAY CAST,ANDERSON-LOPEZ  FORD  KAPLAN,IN TRANSIT,COMPACT DISC,1,$18.49 ,$28.99 ,2017-Jul-21,
HGT         ,HUNGAROTON,HCD32797,5.99181E+12,"Várjon, Dénes; Simon, Izabella","Beethoven, Ludwig van; Debussy, Claude; Mozart, Wolfgang Amadeus; Schubert, Franz; Schumann, Robert",The Great Fugue,COMPACT DISC,1,$15.59 ,$23.99 ,2017-Jul-21,"The first joint album of the world famous pianist couple, Izabella Simon and Dénes Várjon is now available from Hungaroton. The central composition of the release is the Great Fugue by Beethoven. The album also features three rather scarcely performed but more “conservative” masterpieces written by Schumann, Schubert and Mozart, respectively. The artists did not opt for a chronological recording though; their performance offers a wholly unique dramaturgical perspective where every note points towards the Great Fugue but there is still some scope for the audience to make free associations. Chamber music has played a key role in the career of pianist couple Izabella Simon and Dénes Várjon from the very beginning. “We do not want to differentiate between solo and chamber music. Making music is all that matters to us and chamber music is one form of it, a kind of in- depth communication. We feel grateful that we could be students at the academy under Kurtág and Rados as they taught us at the highest international standards. The greatest musicians seek inspiration from these two great musicians or listen to the performance of the heirs to their legacy. (...) So whether we like playing chamber music or not is not a question any longer. To us, it is daily bread” – say the pianists."
HGT         ,HUNGAROTON,HCD32798,5.99181E+12,"Farkas, Gábor","Schumann, Robert",The Schumann Album,COMPACT DISC,1,$15.59 ,$23.99 ,2017-Jul-07,"This recording offers a selection of the most original and emblematic piano compositions of Schumann composed in his early, very creative years, between 1834 and 1839. This was the period when Schumann developed his characteristic musical language as attested by his famous piano cycles, each labeled as unorthodox and eccentric in its own way and also reflecting the young composer’s encounter with the works of Jean Paul, Schubert and Beethoven- all playing a key role in the conception of his unique piano cycles. Gabor Farkas received both his first diploma and his DLA degree at the Liszt Academy of Music in Budapest, working under the guidance of Zoltan Kocsis. After graduating from the academy, he went on to study with Professor William Grant Nabore at the International Piano Academy Lake Como in Italy. In 2015, he was the winner of the Worldwide Audition of the New York Concert Artist & Associates, as a result of which he was offered the opportunity to make a debut in Carnegie Hall in 2016. Farkas has performed in a large number of concert halls across the globe, and has attended renowned international festivals such as the Budapest Spring Festival and Kaposfest. He often acts as a member of jury at highly acclaimed international piano competitions. He is currently a professor at the Liszt Academy of Music in Budapest, and in May 2017 he will start his work as guest professor at the Tokyo College of Music."
IBE         ,IBEMUSIK - AMADEUS ARTE,IM002,9.7889E+12,Iberian & Klavier Piano Duo,"Alonso, Francisco; Sierra, Laura; Tevar, Manuel",El Piano del Maestro Alonso,COMPACT DISC + DVD,2,$19.49 ,$29.99 ,2017-Jul-07,"El Piano de Maestro Alonso presents the unpublished pieces for solo piano and piano 4 hands, composed by Francisco Alonso, one of the most popular Zarzuela Spanish Musical genre composers of the all times. These pieces represents his creative beginnings, when Alonso lived in Granada. The album is completed with a documentary, recorded at La Alhambra de Granada, Teatro de la Zarzuela in Madrid, the houses of Maestro Alonso in Madrid, including interviews and information about Maestro Alonso's works and the life."
IDIS        ,IDIS,IDIS6726,8.02195E+12,"Karajan, Herbert von; Philharmonia Orchestra","Bizet, Georges; Borodin, Alexander; Leoncavallo, Ruggero; Mussorgsky, Modest; Respighi, Ottorino; Schmidt, Franz","Karajan Spectacular, Vol. 5",COMPACT DISC,1,$11.69 ,$17.99 ,2017-Jul-07,"IDIS goes on, with this fifth volume of the series “Karajan Spectacular,” in representing some of the most famous Karajan recordings of Fifties and Seventies . This release presents some exceptional works like the lively suite “ Pini di Roma” by Respighi and the touching interlude from Pagliacci by Ruggero Leoncavallo. In a collection that’s ranging from Italy to France to Russia, what’s certainly recognizable is the incredible art and talent of the German conductor who was able to give so much to his ensembles. Austrian conductor Herbert von Karajan was the principal conductor of the Berlin Philharmonic for 35 years. He is widely regarded as one of the greatest conductors of the twentieth century, and was an extraordinary figure in European music from the mid 1950s until his death in 1989. This is largely due in part to the number of recordings that he made and their prominence during his life. During his lifetime, he sold an estimated 200 million records."
IDIS        ,IDIS,IDIS6727,8.02195E+12,"Mercadal, Juan; de la Torre, Jose Rey; Barreiro, Elias; Brouwer, Leo; Garcia, Hector","Albéniz, Isaac; Anonymous; Bach, Johann Sebastian; Brouwer, Leo; Carulli, Ferdinando; Granados, Enrique; Handel, George Frideric; Martin y Coll, Antonio; Ponce, Manuel María; Pujol, Emilio; Rameau, Jean-Philippe; Sanz, Gaspar; Scarlatti, Domenico; Segovia, Andrés; Tárrega, Francisco; Torres, Jose A.; Villa-Lobos, Heitor","Masters of the Guitar, Vol. 3, Cuba",COMPACT DISC,1,$11.69 ,$17.99 ,2017-Jul-14,"After the first two volumes dedicated to the greatest Spanish guitarists, the series Master of Guitar presents in this third volume a collection of five great Cuban guitarists. Famous names like Osé Rey de la Torre and Leo Brouwer join other less known performers like Elias Barreiro, Hector Garcia and Juan Mercadal. The recorded repertoire ranges from classical works from the seventeenth Century like Gaspar Sanz to the traditional transcription of J.S.Bach, from Carulli to the most famous Spanish works, and finally we arrive in the end to the most modern and new repertoire represented by Leo Brower, Elogio della Danza. All of the tracks are taken by sources which are now unavailable and are presented here on this release that must become a staple in the collections of all guitar lovers."
